OrthographicRepresentationTraditional,OrthographicRepresentationSimplified,PhonologicalRepresentationJyutping,NumberOfSyllables,PartOfSpeech,HKCACFrequency,HKCACProbability,HKCanCorFrequency,HKCanCorProbability,IARPAFrequency,IARPAProbability,TotalFrequency,TotalProbability,HKFrequency,HKProbability,,,,,,
手波,手波,sau2bo1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
傢琪,家琪,ga1kei4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
食過飯,食过饭,sik6go3faan6,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
綠豆粥,绿豆粥,luk6dau2zuk1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
一串過,一串过,jat1cyun3go3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
發叔,发叔,faat3suk1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
和中,和中,wo4zung1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
餐框,餐框,caan1kwaang1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
雞仔餅,鸡仔饼,gai1zai2beng2,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
玉岩,玉岩,juk6ngaam4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
織到,织到,zik1dou3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
紫砂,紫砂,zi2sa1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
落細雨,落细雨,lok6sai3jyu5,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
無綫上網卡,无线上网卡,mou4sin3soeng5mong5ka1,5,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
北平,北平,bak1ping4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
積水,积水,zik1seoi2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
賣得齣,卖得出,maai6dak1ceot1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
雀聖,雀圣,zoek3sing3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
打攪到,打搅到,da2gaau2dou3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
麻油,麻油,ma4jau4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
臊,臊,sou1,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
基督徒,基督徒,gei1duk1tou4,3,N,0,0.0000000000,6,0.0000500096,1,0.0000012037,7,0.0000066658,6,0.0000273488,,,,,,
小清,小清,siu2cing1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
嘉慧,嘉慧,ga1wai6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
旅遊業,旅游业,leoi5jau4jip6,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
偷菜,偷菜,tau1coi3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
還係,还系,waan4hai6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
路飛,路飞,lou6fei1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
鎊,镑,bong6,1,Q,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
眼袋,眼袋,aan5doi2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
啫嘛,啫嘛,ze1ma3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
定局,定局,ding6guk6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
田廟,田庙,tin4miu2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
銀聲,银声,ngan4sing1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
抽唔到,抽唔到,cau1m4dou3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
開得到,开得到,hoi1dak1dou3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
結紮,结扎,git3zaat3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
跌下,跌下,dit3ha5,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
搶先版,抢先版,coeng2sin1baan2,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
綠豆沙,绿豆沙,luk6dau2sa1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
磕章泥,磕章泥,hap6zoeng1nai4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
票飛,票飞,piu3fei1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
矮腳,矮脚,ai2goek3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
西麗果場,西丽果场,sai1lai6go2coeng4,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
及時,及时,kap6si4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
得起,得起,dak1hei2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
蒼蠅,苍蝇,cong1jing4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
輯,辑,cap1,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
湊下仔,凑下仔,cau3ha2zai2,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
拿奬,拿奖,na4zoeng2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
能達,能达,nang4daat6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
拉麵,拉面,lai1min2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
見使,见使,gin3sai2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
嫻,娴,haan4,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
古老,古老,gu2lou5,2,A,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
搞鬼,搞鬼,gaau2gwai2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
壞人,坏人,waai6jan4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
工期,工期,gung1kei4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
七天遊,七天游,cat1tin1jau4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
考埋,考埋,haau2maai4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
嘥埋,嘥埋,saai1maai4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
趷起身,趷起身,gat6hei2san1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
高峰,高峰,gou1fung1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
在邊,在边,zoi3bin1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
掟落,掟落,deng3lok6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
製罐廠,制罐厂,zai3gun3cong2,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
錦江,锦江,gam2gong1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
圖拉丁,图拉丁,tou4la1ding1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
整熄,整熄,zing2sik1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
成場,成场,sing4coeng4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
談下,谈下,taam4ha5,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
紫山大街,紫山大街,zi2saan1daai6gaai1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
偷偷雞,偷偷鸡,tau1tau1gai1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
轉賬,转账,zyun2zoeng3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
簡陋,简陋,gaan2lau6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
盛物,盛物,sing4mat6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
影左相,影左相,jing2zo2soeng1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
校門,校门,haau6mun4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
過江,过江,go3gong1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
潦,潦,liu2,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
團隊奬,团队奖,tyun4deoi2zoeng2,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
化算,化算,fa3syun3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
續費,续费,zuk6fai3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
不得,不得,bat1dak1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
油桶,油桶,jau4tung2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
單張,单张,daan1zoeng1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
單科,单科,daan1fo1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
潮汕尾,潮汕尾,ciu4saan3mei5,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
晚班,晚班,maan5baan1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
養左,养左,joeng5zo2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
郵,邮,jau4,1,"NG, X",0,0.0000000000,9,0.0000750144,1,0.0000012037,10,0.0000095226,9,0.0000410232,,,,,,
綫住,线住,sin3zyu6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
的電,的电,dik1din6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
法師,法师,faat3si1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
額度,额度,aak6dou6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
過眼,过眼,go3ngaan5,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
海參,海参,hoi2sam1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
擺唔到,摆唔到,baai2m4dou3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
溝仔,沟仔,kau1zai2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
落雪災,落雪灾,lok6syut3zoi1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
一技旁身,一技旁身,jat1gei6pong4san1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
穩唔穩定,稳唔稳定,wan2m4wan2ding6,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
推脫,推脱,teoi1tyut3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
得勝,得胜,dak1sing3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
刷牙,刷牙,caat3a4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
加德,加德,ga1dak1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
馮偉,冯伟,fung4wai5,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
萬國,万国,maan6gok3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
從細到大,从细到大,cung4sai3dou3daai6,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
乜乜,乜乜,mat1mat1,2,R,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
提下,提下,tai4ha2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
略,略,loek6,1,D,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
捏,捏,lip6,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
對得,对得,deoi3dak1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
簡偉國,简伟国,gaan2wai5gwok3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
談彩,谈彩,taam4coi2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
休整,休整,jau1zing2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
牛逼,牛逼,au4bik1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
雪景,雪景,syut3ging2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
貼膜,贴膜,tip3mo2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
打唔打機,打唔打机,da2m4da2gei1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
涼瓜牛肉,凉瓜牛肉,loeng4gwa1au4juk6,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
華東五市,华东五市,wa4dung1m5si5,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
欏,椤,lo4,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
後院,后院,hau6jyun4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
落唔落到,落唔落到,lok6m4lok6dou3,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
遷走,迁走,cin1zau2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
性行為,性行为,sing3hang4wai4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
頂唔住,顶唔住,deng2m4zyu6,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
命仔,命仔,ming6zai2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
大購物,大购物,daai6kau3mat6,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
手寫,手写,sau2se2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
星街,星街,sing1gaai1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
中金黃金,中金黄金,zung1gam1wong4gam1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
鹵水汁,卤水汁,lou5seoi2zap1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
陳醋,陈醋,can4cou3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
兼夾,兼夹,gim1gap3,2,D,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
麓鳴,麓鸣,luk1ming4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
錯開,错开,co3hoi1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
蠟,蜡,laap6,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
勇吉,勇吉,jung5gat1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
返左去,返左去,faan1zo2heoi3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
金項鏈,金项链,gam1hong6lin4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
華景,华景,wa4ging2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
抬下,抬下,toi4ha6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
倉促,仓促,cong1cuk1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
石基村,石基村,sek6gei1cyun1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
三嬸,三婶,saam1sam2,2,N,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
班錶,班表,baan1biu2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
多災多難,多灾多难,do1zoi1do1naan6,4,A,0,0.0000000000,1,0.0000083349,1,0.0000012037,2,0.0000019045,1,0.0000045581,,,,,,
玻璃門,玻璃门,bo1lei1mun4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
年終,年终,lin4zung1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
綿胎,绵胎,min4toi1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
揮,挥,fai1,1,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
做得多,做得多,zou6dak1do1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
廣德,广德,gong2dak1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
掠拌,掠拌,loek6bun6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
上完班,上完班,soeng5jyun4baan1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
茶包,茶包,ca4baau1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
眼界,眼界,ngaan5gaai3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
玩下嘢,玩下嘢,waan2ha5je5,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
人身保險,人身保险,jan4san1bou2him2,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
潤豐,润丰,jeon6fung1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
桂廟,桂庙,gwai3miu2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
頭頭尾尾,头头尾尾,tau4tau4mei5mei5,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
全體,全体,cyun4tai2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
頸椎,颈椎,geng2ceoi4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
同城網,同城网,tung4sing3mong5,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
中左毒,中左毒,zung3zo2duk6,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
虛僞,虚伪,heoi1ai6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
限定,限定,haan6ding6,2,V,0,0.0000000000,2,0.0000166699,1,0.0000012037,3,0.0000028568,2,0.0000091163,,,,,,
識上,识上,sik1soeng6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
蘇亞雷斯,苏亚雷斯,sou1a3leoi4si1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
綠景軒,绿景轩,luk6ging2hin1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
靜媛,静媛,zing6wun4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
海浪,海浪,hoi2long6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
速遞,速递,cuk1dai6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
煮到,煮到,zyu2dou2,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
麵模,面模,min6mou4,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
臨近,临近,lam4gan6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
全球通,全球通,cyun4kau4tung1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
上傳,上传,soeng6zyun6,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
訓完覺,训完觉,fan3jyun4gaau3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
當去,当去,dong1heoi3,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
諗得通,谂得通,lam2dak1tung1,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
買坐,买坐,maai5co5,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
實時數據,实时数据,sat6si4sou3geoi1,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
弟弟震,弟弟震,dai6dai5zan3,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
丘長群,丘长群,jau1coeng4kwan4,3,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
近廚得食,近厨得食,gan6cyu4dak1sik6,4,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
生雞,生鸡,saang1gai1,2,###,0,0.0000000000,0,0.0000000000,1,0.0000012037,1,0.0000009523,0,0.0000000000,,,,,,
